refdes;pin;voltage;current
J2;60;4.99608;1.96035
J2;1;4.99608;1.96035
J2;30;0.0;-0.980174
J2;58;0.0;-0.980174
J2;4;0.0;-0.980174
J2;31;0.0;-0.980174
J3;60;5.00105;0.0498376
J3;1;5.00105;0.0498376
J3;30;0.00114728;-0.0249188
J3;58;0.00114728;-0.0249188
J3;4;0.00114728;-0.0249188
J3;31;0.00114728;-0.0249188
U3;5;3.30041;0.570263
U3;2;0.000984424;0.018311999999999995
U21;6;3.80631;0.838579
U21;8;0.00533345;1.5902399999999999
U21;3;0.00533345;1.5902399999999999
U22;6;5.00037;0.00118532
U22;8;0.00093399;6.681600000000003e-05
U22;3;0.00093399;6.681600000000003e-05
U4;M01;3.68575;-0.0625243
U4;M02;3.6856;-0.0624757
U4;R02;0.00120282;0.006576820000000001
U4;R04;0.00120904;0.00657371
U4;R03;0.00120689;0.00657478
U4;P03;0.00120897;0.00657374
U4;P04;0.0012106;0.0065729199999999995
U4;N03;0.00120922;0.0065736200000000005
U4;R05;0.00120848;0.00657398
U4;R06;0.00120578;0.006575340000000001
U4;P05;0.00120975;0.00657335
U4;R08;0.00119816;0.0065791700000000005
U4;N05;0.00120839;0.00657403
U4;P06;0.00120632;0.006575070000000001
U4;N04;0.00121003;0.0065732099999999995
U4;N06;0.00120453;0.00657597
U4;L01;0.00119847;0.006579
U4;L02;0.00120268;0.0065769
U4;J01;0.00119821;0.006579140000000001
U4;K02;0.00120285;0.006576810000000001
U4;H01;0.00119613;0.00658018
U4;J02;0.00120088;0.0065778
U4;G02;0.00119657;0.00657996
U4;M03;0.00120695;0.00657476
U4;M04;0.00120751;0.006574470000000001
U4;H02;0.00119778;0.00657935
U4;R10;0.00119543;0.006580529999999999
U4;P09;0.00119621;0.00658014
U4;P10;0.00119506;0.00658072
U4;P08;0.00119855;0.00657897
U4;P13;0.00118494;0.006585789999999999
U4;M12;0.00118495;0.006585789999999999
U4;G01;0.00119705;0.006579720000000001
U4;E01;0.00119314;0.0065816799999999995
U4;F02;0.00119504;0.00658072
U4;E02;0.00119418;0.00658115
U4;A02;0.00118966;0.0065834199999999996
U4;A04;0.00118716;0.00658468
U4;E14;0.00115308;0.00660177
U4;B13;0.00117505;0.00659076
U4;P01;3.68724;-0.0312847
U4;P02;3.68689;-0.031224
U4;N02;3.68696;-0.0312358
U4;N01;3.68707;-0.0312555
U20;3;5.0003;-0.00018
U20;6;0.00111524;0.00018
R62;2;5.00027;-0.000999984
U16;8;0.00117763;0.007645873000000001
U17;6;3.29588;-0.0001
U17;5;0.00117164;0.0002
U6;1;3.19906;-0.0001
U6;8;0.00109194;5.601279999999999e-05
U6;9;0.00108713;5.6016099999999994e-05
U6;17;0.00110195;5.6005800000000005e-05
U7;1;3.19907;-0.0001
U7;8;0.00113818;5.60119e-05
U7;9;0.00113544;5.60137e-05
U7;17;0.0011435;5.6008200000000004e-05
U8;1;3.19906;-0.0001
U8;8;0.00116263;5.60106e-05
U8;9;0.00116102;5.6011700000000004e-05
U8;17;0.00116227;5.60108e-05
R13;2;3.19907;-6.80537e-05
U15;11;0.000970861;0.010296390499999999
U15;32;0.0010548399999999998;0.010287913999999999
U15;62;0.00107591;0.010285792099999998
U15;81;0.00101811;0.010291604399999998
U15;99;0.000942877;0.0102992062
R12;2;3.19906;-6.80443e-05
R14;2;3.19907;-6.80435e-05
R16;2;3.19906;-6.80428e-05
R15;2;3.19906;-6.80534e-05
R17;2;3.12103;-6.63722e-05
Q3;2;3.12068;-0.3315639
Q4;2;0.00127716;0.0479909
Q5;2;0.00137628;0.141787
Q6;2;0.00139188;0.141786
R45;2;3.19041;-0.000318963
U15;10;3.19707;-0.0105415
U15;31;3.19041;-0.00987552
U15;61;3.17445;-0.00828009
U15;80;3.19894;-0.0107289
U15;100;3.19739;-0.0105739
D3;4;3.18655;-0.02895743
Q10;2;0.00123505;0.00965249
Q11;2;0.0012274;0.00965251
Q12;2;0.00123458;0.00965249
U9;1;3.16881;-0.0001
U9;2;0.00113711;0.0001
U11;4;3.14673;-0.0167746
U11;6;3.14666;-0.016763
U11;18;3.14486;-0.0164624
U11;3;0.00119633;0.016771364
U11;5;0.00124517;0.016763257
U11;21;0.00114495;0.01677997
R36;2;3.14575;-0.000314411
D2;4;3.1468000000000003;-0.028596419999999997
Q7;2;0.00119365;0.00953216
Q8;2;0.00119324;0.00953216
Q9;2;0.00119193;0.00953216
J1;4;3.18824;-0.03
J1;6;0.00121309;0.03
R38;2;3.18821;-0.00031867
U12;8;0.00114202;0.0006875553
U12;15;0.00113176;0.000687568
R39;2;3.18821;-0.00031867
R40;2;3.18821;-0.00031867
R41;2;3.18821;-0.00031867
U12;16;3.17469;-0.0001
U13;2;3.19908;-0.0001
U13;11;0.00114109;0.0002
U13;19;3.14575;-0.0001
U14;12;3.19904;-0.015
U14;5;0.00108773;0.00750063
U14;13;0.00109901;0.00749936
R52;2;3.13152;-0.000313073
R53;2;3.13152;-0.000313073
U16;16;3.13152;-0.00968147
U16;3;3.14001;-0.0103186
U16;13;0.00118716;0.0050781508
U16;2;0.0011836;0.0050784212
U16;1;0.00118544;0.0050782810000000005
U17;7;3.13962;-0.0001
R57;2;3.13922;-0.00950919
D4;1;0.00118409;0.00950921
R56;2;3.13931;-0.000313853
R54;2;3.1393;-0.000313865
R55;2;3.1393;-0.000313844
R58;2;3.13983;-0.000313918
R59;2;3.13982;-0.000313916
U18;5;3.13286;-0.0002
U18;2;0.0011687;0.0002
R60;2;3.13151;-0.000313085
R61;2;3.13151;-0.000313086
U19;8;3.13151;-0.0004
U19;4;0.00118279;0.0004
U3;1;3.76826;-0.588575
U21;10;4.80766;-4.01905
R65;2;3.80481;-4.06195e-06
R66;1;0.00143115;3.54481e-06
U22;10;4.9287;-0.00131896
R68;2;5.00037;-5.33907e-06
R70;1;0.00105438;4.65955e-06
U1;1;3.72176;-0.25
U1;6;3.69676;0.25
FB1;1;3.69548;-0.125
FB1;2;3.68986;0.125
FB2;1;3.69559;-0.125
FB2;2;3.68997;0.125
U2;1;3.28963;-0.570163
U2;6;3.20981;0.570163
U10;1;3.16295;-0.0790108
U10;6;3.15188;0.0790108
